scheme_name,state_ministry,description,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tags,combined_text,scheme_link
PMMSY : Modernization of Cold storage /Ice Plant - Gujarat,Gujarat,"The scheme aims to strengthen fish storage infrastructure for hygienic preservation. Through this scheme, beneficiaries receive financial assistance for the modernisation of Cold storage /Ice Plant.",Construction Of Plant,Fish Sellers,Fishermen,Ice Plant,Modernization Of Cold Storage,Storage,"Construction Of Plant, Fish Sellers, Fishermen, Ice Plant, Modernization Of Cold Storage, Storage","PMMSY : Modernization of Cold storage /Ice Plant - Gujarat Gujarat The scheme aims to strengthen fish storage infrastructure for hygienic preservation. Through this scheme, beneficiaries receive financial assistance for the modernisation of Cold storage /Ice Plant. Construction Of Plant, Fish Sellers, Fishermen, Ice Plant, Modernization Of Cold Storage, Storage",https://www.myscheme.gov.in/schemes/pmmsymcsipguj
PMMSY:  Establishment of Bio-toilets in mechanised fishing vessels - Gujarat,Gujarat,"The scheme aims to provide sanitation facilities on mechanised fishing vessels. It provides financial assistance depending on category, with once-in-a-lifetime eligibility.",Construction Of Plant,Fish Sellers,Fishermen,Storage,,,"Construction Of Plant, Fish Sellers, Fishermen, Storage","PMMSY:  Establishment of Bio-toilets in mechanised fishing vessels - Gujarat Gujarat The scheme aims to provide sanitation facilities on mechanised fishing vessels. It provides financial assistance depending on category, with once-in-a-lifetime eligibility. Construction Of Plant, Fish Sellers, Fishermen, Storage",https://www.myscheme.gov.in/schemes/pmmsyebtmfvguj
PMMSY: Construction of  Plant/Storage of Minimum 20 Tonne Capacity - Gujarat,Gujarat,"The scheme aims to provide financial support for the construction of 20-tonne capacity ice plant/storage units, ensuring hygienic fish storage and improving the income of beneficiaries.",20 Tonne,Construction Of Plant,Fish,Fish Sellers,Fishermen,Storage,"20 Tonne, Construction Of Plant, Fish, Fish Sellers, Fishermen, Storage","PMMSY: Construction of  Plant/Storage of Minimum 20 Tonne Capacity - Gujarat Gujarat The scheme aims to provide financial support for the construction of 20-tonne capacity ice plant/storage units, ensuring hygienic fish storage and improving the income of beneficiaries. 20 Tonne, Construction Of Plant, Fish, Fish Sellers, Fishermen, Storage",https://www.myscheme.gov.in/schemes/pmmsyc2guj
PMMSY: Construction of  Plant/Storage of Minimum 30 Tonne Capacity - Gujarat,Gujarat,"The scheme aims to strengthen fish storage infrastructure for hygienic preservation. Through this scheme, beneficiaries receive financial assistance for constructing 30-tonne capacity plants or storage units.",Construction Of Plant,Fish Sellers,Fishermen,Storage,,,"Construction Of Plant, Fish Sellers, Fishermen, Storage","PMMSY: Construction of  Plant/Storage of Minimum 30 Tonne Capacity - Gujarat Gujarat The scheme aims to strengthen fish storage infrastructure for hygienic preservation. Through this scheme, beneficiaries receive financial assistance for constructing 30-tonne capacity plants or storage units. Construction Of Plant, Fish Sellers, Fishermen, Storage",https://www.myscheme.gov.in/schemes/pmmsycp3guj
PMMSY: Construction of Fish Kiosks Including Kiosks of Aquarium/Ornamental Fish-Haryana,Haryana,"The scheme aims to provide central assistance for the construction of fish kiosks, including those for aquarium/ornamental fish.",Aquarium,Construction,Koisks,Ornamental,Subsidy,,"Aquarium, Construction, Koisks, Ornamental, Subsidy","PMMSY: Construction of Fish Kiosks Including Kiosks of Aquarium/Ornamental Fish-Haryana Haryana The scheme aims to provide central assistance for the construction of fish kiosks, including those for aquarium/ornamental fish. Aquarium, Construction, Koisks, Ornamental, Subsidy",https://www.myscheme.gov.in/schemes/scfkikaofhr
PMMSY: Construction of Fish Retail Markets including Ornamental Fish/Aquarium Markets - Haryana,Haryana,"The scheme aims to support the construction of fish retail markets, including those for ornamental fish and aquariums. Through this scheme, financial assistance for project costs is provided to individual beneficiaries.",Aquarium,Financial Assistance,Market,Ornamental,Retail,,"Aquarium, Financial Assistance, Market, Ornamental, Retail","PMMSY: Construction of Fish Retail Markets including Ornamental Fish/Aquarium Markets - Haryana Haryana The scheme aims to support the construction of fish retail markets, including those for ornamental fish and aquariums. Through this scheme, financial assistance for project costs is provided to individual beneficiaries. Aquarium, Financial Assistance, Market, Ornamental, Retail",https://www.myscheme.gov.in/schemes/pmmsycrmhr
PMMSY: Construction of Ice Plant/Storage of Minimum 10 Tonne Capacity - Gujarat,Gujarat,"The scheme aims to provide financial assistance for the construction of ice plants/storage units of at least 10 tonne capacity, supporting fishermen and sellers to maintain fish in fresh and hygienic condition.",Construction Of Ice Plant,Fish,Fish Sellers,Fishermen,Storage,,"Construction Of Ice Plant, Fish, Fish Sellers, Fishermen, Storage","PMMSY: Construction of Ice Plant/Storage of Minimum 10 Tonne Capacity - Gujarat Gujarat The scheme aims to provide financial assistance for the construction of ice plants/storage units of at least 10 tonne capacity, supporting fishermen and sellers to maintain fish in fresh and hygienic condition. Construction Of Ice Plant, Fish, Fish Sellers, Fishermen, Storage",https://www.myscheme.gov.in/schemes/pmmsyctguj
PMMSY: Construction of New Grow Out Ponds - Haryana,Haryana,"The scheme aims to expand fisheries in various urban and semi-urban areas through the construction of new grow-out ponds. Through this scheme, subsidies are provided for the construction of new grow-out ponds to beneficiaries who are engaged in fisheries.",Farming,Fish,PMMSY,Ponds,Subsidy,,"Farming, Fish, PMMSY, Ponds, Subsidy","PMMSY: Construction of New Grow Out Ponds - Haryana Haryana The scheme aims to expand fisheries in various urban and semi-urban areas through the construction of new grow-out ponds. Through this scheme, subsidies are provided for the construction of new grow-out ponds to beneficiaries who are engaged in fisheries. Farming, Fish, PMMSY, Ponds, Subsidy",https://www.myscheme.gov.in/schemes/cngophr
PMMSY: Construction of New Rearing ponds - Haryana,Haryana,"The scheme aims to expand fisheries in various urban/semi-urban areas. Through this scheme, financial assistance and subsidies are provided for the construction of new rearing ponds.",Nursery,Ponds,Seed,Subsidy,,,"Nursery, Ponds, Seed, Subsidy","PMMSY: Construction of New Rearing ponds - Haryana Haryana The scheme aims to expand fisheries in various urban/semi-urban areas. Through this scheme, financial assistance and subsidies are provided for the construction of new rearing ponds. Nursery, Ponds, Seed, Subsidy",https://www.myscheme.gov.in/schemes/cnrphr
PMMSY: Construction of New ponds for Saline /Alkaline areas-Haryana,Haryana,"The scheme aims to expand fisheries in various urban and semi-urban areas. Through this scheme, subsidies for the construction of new ponds and central financial assistance for the initial fish crop on newly constructed ponds are provided to beneficiaries.",Construction,Fish Crop,Lease,Ponds,,,"Construction, Fish Crop, Lease, Ponds","PMMSY: Construction of New ponds for Saline /Alkaline areas-Haryana Haryana The scheme aims to expand fisheries in various urban and semi-urban areas. Through this scheme, subsidies for the construction of new ponds and central financial assistance for the initial fish crop on newly constructed ponds are provided to beneficiaries. Construction, Fish Crop, Lease, Ponds",https://www.myscheme.gov.in/schemes/scnpsaahr
PMMSY: Cycle with Ice Boxes-Haryana,Haryana,"The scheme aims to provide central assistance for the cost of cycles with ice boxes for fisheries activities. Through this scheme, central assistance is provided for newly purchased cycles with ice boxes for the initial crop.",Fish,Initial Crop,Purchase,Subsidy,,,"Fish, Initial Crop, Purchase, Subsidy","PMMSY: Cycle with Ice Boxes-Haryana Haryana The scheme aims to provide central assistance for the cost of cycles with ice boxes for fisheries activities. Through this scheme, central assistance is provided for newly purchased cycles with ice boxes for the initial crop. Fish, Initial Crop, Purchase, Subsidy",https://www.myscheme.gov.in/schemes/cwibhr
PMMSY: Establishment of Medium RAS / Biofloc culture system - Haryana,Haryana,The scheme provides capital assistance to fish farmers and entrepreneurs for establishing medium-scale Recirculatory Aquaculture Systems (RAS) and Biofloc systems.,Aquaculture,Biofloc Systems,Farming,Fish,RAS,,"Aquaculture, Biofloc Systems, Farming, Fish, RAS","PMMSY: Establishment of Medium RAS / Biofloc culture system - Haryana Haryana The scheme provides capital assistance to fish farmers and entrepreneurs for establishing medium-scale Recirculatory Aquaculture Systems (RAS) and Biofloc systems. Aquaculture, Biofloc Systems, Farming, Fish, RAS",https://www.myscheme.gov.in/schemes/eom
PMMSY: Establishment of New Freshwater Fin Fish Hatcheries-Haryana,Haryana,"The scheme aims to support the establishment of new freshwater finfish hatcheries. Through this scheme, financial assistance in the form of subsidies is provided to beneficiaries for setting up these hatcheries.",Financial Assistance,Hatcheries,Setting Up,Subsidy,,,"Financial Assistance, Hatcheries, Setting Up, Subsidy","PMMSY: Establishment of New Freshwater Fin Fish Hatcheries-Haryana Haryana The scheme aims to support the establishment of new freshwater finfish hatcheries. Through this scheme, financial assistance in the form of subsidies is provided to beneficiaries for setting up these hatcheries. Financial Assistance, Hatcheries, Setting Up, Subsidy",https://www.myscheme.gov.in/schemes/enffhr
PMMSY: Establishment of large RAS / Biofloc culture system - Haryana,Haryana,"The scheme provides capital assistance for setting up large-scale Recirculatory Aquaculture Systems (RAS) and Biofloc culture systems to promote high-yield, sustainable fish farming.",Aquaculture,Biofloc,Farming,Fish,RAS,,"Aquaculture, Biofloc, Farming, Fish, RAS","PMMSY: Establishment of large RAS / Biofloc culture system - Haryana Haryana The scheme provides capital assistance for setting up large-scale Recirculatory Aquaculture Systems (RAS) and Biofloc culture systems to promote high-yield, sustainable fish farming. Aquaculture, Biofloc, Farming, Fish, RAS",https://www.myscheme.gov.in/schemes/eol
PMMSY: Establishment of open Sea cages (100-120)m3 vol. - Gujarat,Gujarat,"The scheme aims to support the installation of open sea cages of 100–120 cubic meter capacity for fish farming in marine waters. This helps fishermen and entrepreneurs to undertake cage-based aquaculture, thereby increasing fish production, ensuring sustainable marine resource utilization.",Construction Of Plant,Fish Seller,Fishermen,Storage,,,"Construction Of Plant, Fish Seller, Fishermen, Storage","PMMSY: Establishment of open Sea cages (100-120)m3 vol. - Gujarat Gujarat The scheme aims to support the installation of open sea cages of 100–120 cubic meter capacity for fish farming in marine waters. This helps fishermen and entrepreneurs to undertake cage-based aquaculture, thereby increasing fish production, ensuring sustainable marine resource utilization. Construction Of Plant, Fish Seller, Fishermen, Storage",https://www.myscheme.gov.in/schemes/pmmsyeoscguj
